Facility ID,State,Hospitalization type,Payment comparison,Denominator,Payment,Value of care
330191,NY,heart failure,No Different,429,16639,Worse Mortality
330208,NY,heart failure,No Different,439,18383,Average Mortality
330033,NY,pneumonia,Less,157,14343,Average Mortality
161311,IA,pneumonia,No Different,43,21437,Average Mortality
100315,FL,pneumonia,No Different,279,18459,Average Mortality
50589,CA,heart failure,No Different,88,18893,Average Mortality
140172,IL,heart failure,No Different,644,18399,Average Mortality
110125,GA,pneumonia,No Different,379,18434,Average Mortality
220020,MA,heart attack,No Different,100,26594,Average Mortality
330202,NY,pneumonia,No Different,97,17603,Average Mortality
210024,MD,heart failure,Greater,513,18770,Average Mortality
260186,MO,heart failure,No Different,199,17399,Average Mortality
150047,IN,heart attack,No Different,66,26458,Average Mortality
190086,LA,heart attack,No Different,123,28104,Average Mortality
310076,NJ,heart failure,Greater,910,19415,Average Mortality
330127,NY,pneumonia,No Different,134,17071,Average Mortality
280077,NE,heart attack,No Different,53,25776,Average Mortality
220029,MA,hip/knee replacement,Greater,352,22154,Average Complications
240052,MN,heart failure,No Different,56,16177,Average Mortality
170049,KS,heart attack,No Different,245,26422,Average Mortality
290001,NV,heart attack,Less,629,22672,Average Mortality
10085,AL,hip/knee replacement,Greater,299,22031,Average Complications
10100,AL,heart attack,No Different,168,25245,Average Mortality
150037,IN,hip/knee replacement,No Different,230,21705,Average Complications
301301,NH,pneumonia,No Different,102,17499,Average Mortality
230118,MI,heart failure,No Different,96,16427,Average Mortality
110165,GA,hip/knee replacement,Greater,42,23669,Average Complications
60114,CO,hip/knee replacement,Less,324,18742,Average Complications
190298,LA,hip/knee replacement,No Different,802,21390,Average Complications
40069,AR,pneumonia,No Different,94,17296,Average Mortality
200019,ME,pneumonia,Less,595,17138,Worse Mortality
50407,CA,heart failure,No Different,79,16168,Average Mortality
10035,AL,heart attack,No Different,149,24588,Average Mortality
150113,IN,pneumonia,No Different,404,17737,Average Mortality
50309,CA,heart failure,Less,619,16055,Average Mortality
61324,CO,hip/knee replacement,No Different,62,20503,Average Complications
80009,DE,heart attack,No Different,82,28158,Average Mortality
41314,AR,pneumonia,Less,56,10901,Average Mortality
10033,AL,pneumonia,No Different,545,18233,Better Mortality
110043,GA,heart attack,No Different,173,27792,Average Mortality
381312,OR,pneumonia,Less,75,15320,Average Mortality
370099,OK,heart failure,No Different,53,17187,Average Mortality
50551,CA,heart attack,No Different,143,26792,Average Mortality
50204,CA,hip/knee replacement,Greater,242,22279,Average Complications
170068,KS,heart failure,No Different,91,18920,Average Mortality
251330,MS,pneumonia,Greater,37,26838,Average Mortality
310029,NJ,heart failure,No Different,585,17969,Average Mortality
360075,OH,hip/knee replacement,No Different,48,22278,Average Complications
210055,MD,pneumonia,Greater,156,20701,Worse Mortality
10090,AL,pneumonia,No Different,442,17933,Average Mortality
260163,MO,heart failure,No Different,238,17454,Average Mortality
50124,CA,hip/knee replacement,Less,210,19192,Average Complications
250020,MS,pneumonia,Less,212,16851,Average Mortality
100072,FL,heart attack,No Different,70,23940,Average Mortality
260061,MO,heart failure,No Different,41,17196,Average Mortality
100088,FL,heart failure,No Different,1106,17918,Better Mortality
50570,CA,pneumonia,Greater,600,20303,Better Mortality
340070,NC,pneumonia,No Different,499,17643,Average Mortality
100246,FL,pneumonia,Greater,336,21017,Average Mortality
270014,MT,heart attack,No Different,323,25116,Average Mortality
180101,KY,pneumonia,No Different,111,16865,Average Mortality
190176,LA,heart attack,No Different,157,26110,Average Mortality
50557,CA,heart failure,No Different,553,18029,Average Mortality
170191,KS,pneumonia,Less,92,14723,Average Mortality
140160,IL,hip/knee replacement,No Different,136,19871,Average Complications
61327,CO,hip/knee replacement,No Different,44,21076,Average Complications
270004,MT,pneumonia,Less,513,16831,Average Mortality
100289,FL,pneumonia,No Different,271,19155,Average Mortality
360148,OH,heart failure,No Different,38,17161,Average Mortality
330140,NY,heart failure,Less,936,16659,Average Mortality
381315,OR,heart failure,Less,42,14876,Average Mortality
240043,MN,pneumonia,No Different,336,17914,Average Mortality
30006,AZ,pneumonia,No Different,532,18893,Worse Mortality
340049,NC,hip/knee replacement,Less,781,17351,Average Complications
160047,IA,heart failure,No Different,176,18333,Average Mortality
330006,NY,hip/knee replacement,Greater,26,26513,Average Complications
360133,OH,hip/knee replacement,Greater,447,22453,Average Complications
40078,AR,hip/knee replacement,Greater,119,22541,Average Complications
230244,MI,heart failure,Greater,248,19185,Average Mortality
190274,LA,heart attack,Less,80,21945,Average Mortality
310024,NJ,pneumonia,Greater,397,22205,Worse Mortality
170103,KS,pneumonia,No Different,222,18283,Average Mortality
140053,IL,heart failure,Greater,837,18634,Average Mortality
300001,NH,pneumonia,No Different,772,17654,Average Mortality
340173,NC,heart failure,Less,491,15887,Average Mortality
50248,CA,heart failure,No Different,73,17374,Average Mortality
50179,CA,hip/knee replacement,Less,209,17554,Average Complications
130018,ID,hip/knee replacement,Greater,171,24127,Average Complications
330285,NY,heart attack,No Different,280,24763,Average Mortality
110146,GA,pneumonia,No Different,67,17743,Average Mortality
51316,CA,pneumonia,Less,138,15890,Worse Mortality
50329,CA,heart failure,No Different,173,19234,Average Mortality
180106,KY,heart failure,No Different,52,16672,Average Mortality
330215,NY,heart failure,No Different,150,17546,Average Mortality
50042,CA,heart attack,No Different,29,26003,Average Mortality
360179,OH,heart failure,Greater,785,19158,Average Mortality
340129,NC,hip/knee replacement,Less,330,17844,Average Complications
330160,NY,heart failure,No Different,933,17727,Average Mortality
210005,MD,hip/knee replacement,No Different,609,21212,Average Complications
30043,AZ,heart failure,Greater,198,19773,Average Mortality
131316,ID,hip/knee replacement,No Different,32,22160,Average Complications
151304,IN,heart failure,No Different,35,17483,Average Mortality
180025,KY,pneumonia,No Different,220,17615,Average Mortality
330193,NY,pneumonia,Greater,432,20244,Worse Mortality
340014,NC,hip/knee replacement,Less,992,18630,Better Complications
20017,AK,heart failure,Less,155,15935,Average Mortality
30108,AZ,hip/knee replacement,Less,855,17840,Average Complications
150109,IN,heart attack,No Different,316,24507,Average Mortality
340143,NC,hip/knee replacement,Less,473,18149,Average Complications
50764,CA,pneumonia,Greater,720,19842,Worse Mortality
100220,FL,heart failure,No Different,867,17972,Average Mortality
140148,IL,pneumonia,No Different,963,18328,Worse Mortality
380091,OR,heart attack,No Different,27,25717,Average Mortality
381317,OR,heart failure,No Different,69,17488,Average Mortality
330104,NY,pneumonia,Greater,905,21132,Average Mortality
110046,GA,heart failure,No Different,105,16789,Average Mortality
140067,IL,heart failure,Less,929,16789,Average Mortality
110132,GA,heart failure,Less,45,15341,Average Mortality
10044,AL,pneumonia,Less,176,16171,Average Mortality
340120,NC,pneumonia,No Different,188,17857,Average Mortality
100048,FL,heart failure,Less,47,15229,Average Mortality
360211,OH,heart failure,Greater,459,19375,Average Mortality
100307,FL,pneumonia,No Different,380,18311,Average Mortality
110191,GA,heart attack,No Different,168,26155,Average Mortality
260110,MO,heart attack,No Different,184,27433,Average Mortality
380017,OR,heart attack,No Different,120,25517,Average Mortality
190201,LA,hip/knee replacement,No Different,103,19625,Average Complications
260104,MO,pneumonia,No Different,444,18900,Average Mortality
50133,CA,hip/knee replacement,Greater,116,24591,Average Complications
220100,MA,heart attack,No Different,414,25727,Average Mortality
10125,AL,pneumonia,Less,403,13666,Average Mortality
50315,CA,pneumonia,No Different,32,17018,Average Mortality
100284,FL,pneumonia,No Different,255,18732,Better Mortality
270051,MT,pneumonia,No Different,269,17681,Average Mortality
310006,NJ,pneumonia,Greater,431,24125,Average Mortality
281353,NE,hip/knee replacement,No Different,27,22212,Average Complications
250097,MS,heart attack,No Different,145,24529,Average Mortality
70010,CT,pneumonia,Greater,848,19175,Better Mortality
150015,IN,heart attack,No Different,230,24091,Average Mortality
270003,MT,pneumonia,Less,316,15240,Average Mortality
10173,AL,pneumonia,No Different,30,15987,Average Mortality
241322,MN,pneumonia,No Different,27,18484,Average Mortality
140234,IL,pneumonia,Less,232,16493,Average Mortality
230117,MI,heart attack,Less,681,23471,Average Mortality
340123,NC,heart attack,No Different,41,23920,Average Mortality
210002,MD,heart attack,No Different,182,25945,Average Mortality
30030,AZ,pneumonia,No Different,123,19159,Average Mortality
140135,IL,hip/knee replacement,Less,735,19842,Average Complications
370093,OK,pneumonia,No Different,408,19291,Worse Mortality
271316,MT,pneumonia,No Different,35,16268,Average Mortality
341318,NC,heart failure,No Different,98,16197,Average Mortality
40026,AR,hip/knee replacement,Less,478,18875,Average Complications
100265,FL,heart failure,Greater,678,19025,Average Mortality
150008,IN,hip/knee replacement,Greater,29,24710,Average Complications
110184,GA,pneumonia,No Different,357,18359,Average Mortality
210003,MD,heart failure,No Different,289,17632,Average Mortality
280003,NE,pneumonia,Greater,1013,19104,Average Mortality
310115,NJ,hip/knee replacement,Greater,85,25811,Average Complications
290032,NV,pneumonia,No Different,218,18977,Average Mortality
100276,FL,heart failure,No Different,114,18058,Average Mortality
380004,OR,heart failure,No Different,601,17961,Worse Mortality
161337,IA,heart failure,No Different,25,18444,Average Mortality
240214,MN,pneumonia,Less,76,15826,Average Mortality
170146,KS,heart failure,No Different,291,18138,Better Mortality
141341,IL,heart failure,No Different,72,16193,Average Mortality
190002,LA,heart failure,Greater,573,19362,Average Mortality
220019,MA,heart attack,No Different,35,25643,Average Mortality
10058,AL,pneumonia,Less,72,15537,Average Mortality
310011,NJ,hip/knee replacement,No Different,152,21550,Average Complications
140063,IL,heart attack,No Different,69,24817,Average Mortality
350011,ND,hip/knee replacement,Less,1097,19941,Average Complications
230080,MI,heart failure,No Different,230,17705,Average Mortality
240006,MN,heart failure,No Different,29,16850,Average Mortality
130025,ID,pneumonia,Less,89,15539,Average Mortality
140127,IL,pneumonia,No Different,281,18948,Average Mortality
50352,CA,heart failure,No Different,68,16861,Average Mortality
100142,FL,hip/knee replacement,No Different,95,21546,Average Complications
310047,NJ,heart failure,Greater,481,19226,Average Mortality
201312,ME,hip/knee replacement,Greater,58,26760,Average Complications
30016,AZ,heart failure,No Different,196,17188,Average Mortality
50604,CA,heart attack,No Different,30,25559,Average Mortality
140164,IL,pneumonia,Greater,369,19880,Average Mortality
50150,CA,hip/knee replacement,Less,162,19361,Average Complications
330101,NY,pneumonia,No Different,2440,18790,Better Mortality
151322,IN,pneumonia,No Different,134,20121,Average Mortality
280061,NE,pneumonia,No Different,310,17497,Average Mortality
140120,IL,hip/knee replacement,No Different,108,20596,Average Complications
240030,MN,heart failure,No Different,76,17320,Average Mortality
361328,OH,heart failure,No Different,35,17091,Average Mortality
140101,IL,heart attack,No Different,157,26070,Average Mortality
290009,NV,heart attack,Less,245,22519,Average Mortality
50624,CA,pneumonia,Greater,543,19849,Average Mortality
190183,LA,heart failure,No Different,68,15655,Average Mortality
60125,CO,hip/knee replacement,No Different,68,22254,Average Complications
340132,NC,heart failure,No Different,234,16859,Average Mortality
150086,IN,hip/knee replacement,No Different,119,20600,Average Complications
90004,DC,heart failure,No Different,167,17629,Average Mortality
161364,IA,pneumonia,No Different,145,20262,Average Mortality
110001,GA,pneumonia,Less,527,15837,Average Mortality
150089,IN,heart attack,No Different,354,24670,Average Mortality
330175,NY,heart failure,No Different,194,16686,Average Mortality
230021,MI,hip/knee replacement,Less,348,19953,Average Complications
20001,AK,pneumonia,Less,405,15657,Average Mortality
180027,KY,hip/knee replacement,No Different,314,20793,Average Complications
170133,KS,pneumonia,No Different,108,16935,Average Mortality
140291,IL,hip/knee replacement,No Different,514,20599,Average Complications
230176,MI,heart failure,No Different,362,17731,Average Mortality
310118,NJ,pneumonia,Greater,110,22516,Average Mortality
160117,IA,hip/knee replacement,Greater,228,22722,Average Complications
10039,AL,hip/knee replacement,Less,1486,18239,Average Complications
50604,CA,heart failure,No Different,27,16822,Average Mortality
100135,FL,heart attack,No Different,348,25359,Worse Mortality
360089,OH,hip/knee replacement,No Different,137,20751,Average Complications
220071,MA,heart attack,Greater,632,27497,Better Mortality
100187,FL,hip/knee replacement,Greater,125,25524,Average Complications
41323,AR,heart failure,No Different,62,16348,Average Mortality
260094,MO,heart attack,No Different,288,26354,Average Mortality
180143,KY,pneumonia,Greater,294,19805,Better Mortality
160057,IA,heart failure,No Different,362,17325,Average Mortality
151300,IN,pneumonia,No Different,36,19366,Average Mortality
40154,AR,hip/knee replacement,Less,69,16785,Average Complications
110107,GA,pneumonia,No Different,506,18715,Average Mortality
210063,MD,hip/knee replacement,Less,1499,18977,Better Complications
180067,KY,heart failure,Greater,340,19749,Average Mortality
160028,IA,pneumonia,Less,203,16802,Average Mortality
140209,IL,heart attack,Less,228,23385,Average Mortality
220046,MA,heart attack,No Different,190,24655,Average Mortality
50425,CA,heart failure,No Different,35,15491,Average Mortality
90005,DC,hip/knee replacement,Less,1217,19761,Average Complications
141309,IL,heart failure,No Different,25,17843,Average Mortality
50073,CA,heart attack,No Different,42,22714,Average Mortality
100252,FL,heart failure,No Different,246,16543,Average Mortality
390009,PA,heart attack,Greater,306,27996,Average Mortality
50737,CA,pneumonia,Greater,511,22455,Average Mortality
380020,OR,pneumonia,Less,227,15798,Average Mortality
250168,MS,hip/knee replacement,Greater,33,25155,Average Complications
10164,AL,heart failure,No Different,118,16398,Average Mortality
370183,OK,pneumonia,Less,63,14176,Average Mortality
30131,AZ,hip/knee replacement,Less,2782,19186,Average Complications
150018,IN,hip/knee replacement,Less,571,17718,Average Complications
170120,KS,heart failure,No Different,60,18856,Average Mortality
100044,FL,pneumonia,Less,1720,17551,Average Mortality
50292,CA,heart failure,No Different,107,17280,Average Mortality
330307,NY,hip/knee replacement,Less,351,19980,Average Complications
360044,OH,hip/knee replacement,No Different,74,21601,Average Complications
180053,KY,pneumonia,Less,118,16327,Average Mortality
330233,NY,pneumonia,No Different,117,18896,Average Mortality
340119,NC,heart failure,No Different,342,16945,Average Mortality
230054,MI,heart attack,Less,439,23241,Average Mortality
50696,CA,pneumonia,No Different,68,19991,Average Mortality
80009,DE,pneumonia,No Different,366,18401,Average Mortality
251313,MS,pneumonia,Less,80,16116,Average Mortality
120004,HI,heart failure,No Different,43,16694,Average Mortality
150059,IN,heart failure,No Different,152,17454,Average Mortality
230108,MI,hip/knee replacement,No Different,28,20185,Average Complications
150173,IN,heart attack,No Different,281,23902,Average Mortality
140080,IL,hip/knee replacement,Greater,151,27994,Average Complications
310092,NJ,heart attack,No Different,57,26407,Average Mortality
60020,CO,heart attack,No Different,280,25368,Worse Mortality
301304,NH,pneumonia,Less,161,15399,Average Mortality
240064,MN,hip/knee replacement,No Different,44,20686,Average Complications
210018,MD,pneumonia,No Different,721,19177,Average Mortality
50534,CA,heart attack,No Different,93,23819,Average Mortality
50724,CA,hip/knee replacement,Less,120,17481,Average Complications
230015,MI,pneumonia,Less,115,16041,Average Mortality
310111,NJ,heart attack,Greater,217,29009,Average Mortality
151329,IN,heart failure,No Different,87,18425,Average Mortality
10103,AL,hip/knee replacement,Greater,199,23277,Average Complications
380005,OR,pneumonia,Less,76,16038,Average Mortality
330078,NY,heart failure,No Different,213,16460,Average Mortality
310092,NJ,pneumonia,Greater,197,20477,Worse Mortality
60020,CO,pneumonia,Less,400,17279,Average Mortality
360055,OH,heart attack,No Different,156,27498,Average Mortality
50239,CA,pneumonia,Greater,1160,19612,Better Mortality
140187,IL,heart attack,No Different,238,27372,Average Mortality
340090,NC,pneumonia,No Different,563,18659,Average Mortality
140184,IL,pneumonia,No Different,256,18439,Average Mortality
51324,CA,heart failure,No Different,26,16277,Average Mortality
360161,OH,pneumonia,Greater,417,20065,Average Mortality
40015,AR,hip/knee replacement,No Different,25,23143,Average Complications
150057,IN,hip/knee replacement,Less,1459,19237,Average Complications
370016,OK,heart failure,No Different,141,18179,Average Mortality
180092,KY,hip/knee replacement,Greater,64,24138,Average Complications
30085,AZ,heart attack,No Different,192,27388,Average Mortality
230216,MI,heart failure,No Different,561,17083,Average Mortality
100266,FL,hip/knee replacement,No Different,387,20344,Average Complications
310041,NJ,heart attack,Greater,763,27369,Average Mortality
331317,NY,pneumonia,Less,123,13628,Average Mortality
190102,LA,heart attack,No Different,195,25194,Average Mortality
340021,NC,pneumonia,No Different,537,19247,Worse Mortality
180124,KY,pneumonia,No Different,263,18604,Average Mortality
300019,NH,pneumonia,No Different,404,17804,Average Mortality
230037,MI,hip/knee replacement,No Different,41,21971,Average Complications
360132,OH,heart failure,No Different,297,18439,Average Mortality
330197,NY,heart attack,No Different,90,23672,Average Mortality
200063,ME,pneumonia,No Different,224,17841,Average Mortality
230207,MI,heart attack,No Different,48,22652,Average Mortality
180088,KY,heart failure,No Different,1994,17156,Better Mortality
260052,MO,hip/knee replacement,Less,283,19860,Average Complications
230081,MI,pneumonia,Less,390,16494,Average Mortality
30119,AZ,hip/knee replacement,Less,339,17724,Average Complications
100264,FL,heart attack,No Different,439,25418,Average Mortality
240057,MN,heart attack,No Different,411,24583,Average Mortality
50464,CA,heart failure,Less,344,16196,Average Mortality
171382,KS,hip/knee replacement,No Different,106,21418,Average Complications
310048,NJ,heart failure,Greater,826,19609,Average Mortality
260175,MO,hip/knee replacement,No Different,95,19561,Average Complications
140007,IL,hip/knee replacement,Greater,430,21949,Average Complications
250042,MS,pneumonia,No Different,114,16802,Average Mortality
140307,IL,heart attack,No Different,76,26612,Average Mortality
50586,CA,heart failure,No Different,53,16955,Average Mortality
40004,AR,hip/knee replacement,Less,797,18842,Better Complications
370228,OK,pneumonia,No Different,46,18733,Average Mortality
60027,CO,heart failure,Greater,218,20332,Average Mortality
180043,KY,pneumonia,No Different,145,17631,Average Mortality
301312,NH,pneumonia,No Different,115,18542,Average Mortality
100063,FL,heart attack,No Different,110,25870,Average Mortality
110005,GA,heart failure,Less,542,15944,Average Mortality
310019,NJ,heart failure,Greater,884,19940,Average Mortality
140276,IL,hip/knee replacement,No Different,293,21501,Average Complications
100206,FL,heart attack,No Different,33,25554,Average Mortality
50775,CA,pneumonia,No Different,292,18788,Average Mortality
70039,CT,pneumonia,No Different,106,19575,Average Mortality
160069,IA,heart attack,No Different,98,25189,Average Mortality
180017,KY,heart attack,No Different,228,24789,Average Mortality
170110,KS,heart failure,No Different,28,16583,Average Mortality
120022,HI,heart failure,Less,229,16055,Average Mortality
30036,AZ,hip/knee replacement,Less,264,19887,Average Complications
251305,MS,pneumonia,Greater,110,20598,Average Mortality
50025,CA,heart attack,No Different,252,25916,Average Mortality
100043,FL,heart failure,No Different,159,18350,Average Mortality
161376,IA,hip/knee replacement,No Different,54,22736,Average Complications
100131,FL,heart attack,No Different,184,25897,Average Mortality
50082,CA,heart attack,Greater,193,29407,Average Mortality
50225,CA,heart failure,Less,191,16111,Average Mortality
180035,KY,heart attack,No Different,325,26573,Average Mortality
340013,NC,hip/knee replacement,Greater,143,22692,Average Complications
340159,NC,pneumonia,No Different,73,18106,Average Mortality
50747,CA,pneumonia,Greater,91,24667,Average Mortality
10108,AL,pneumonia,Less,243,16737,Better Mortality
250162,MS,pneumonia,No Different,70,16872,Average Mortality
340040,NC,pneumonia,No Different,983,18116,Average Mortality
50740,CA,hip/knee replacement,No Different,181,22047,Average Complications
220095,MA,heart failure,No Different,194,18188,Average Mortality
351334,ND,hip/knee replacement,No Different,67,20538,Average Complications
330223,NY,hip/knee replacement,No Different,25,18872,Average Complications
110164,GA,heart failure,No Different,387,18248,Average Mortality
100321,FL,heart failure,Less,250,16183,Average Mortality
190050,LA,heart failure,No Different,108,17802,Average Mortality
150076,IN,heart failure,No Different,102,16519,Average Mortality
140029,IL,hip/knee replacement,Less,553,19830,Average Complications
30103,AZ,heart attack,Less,236,22875,Average Mortality
241332,MN,pneumonia,No Different,29,17867,Average Mortality
310021,NJ,pneumonia,No Different,76,18803,Average Mortality
140275,IL,pneumonia,No Different,220,17005,Average Mortality
200018,ME,heart attack,No Different,82,23403,Average Mortality
50232,CA,heart attack,No Different,281,24934,Average Mortality
100057,FL,hip/knee replacement,Less,725,20065,Average Complications
360039,OH,heart attack,No Different,423,24989,Average Mortality
60032,CO,pneumonia,No Different,234,18329,Average Mortality
370114,OK,pneumonia,Greater,917,19679,Average Mortality
30038,AZ,heart attack,No Different,162,23958,Average Mortality
371338,OK,pneumonia,No Different,59,18514,Average Mortality
110036,GA,heart failure,No Different,513,18479,Average Mortality
30011,AZ,pneumonia,No Different,412,18816,Worse Mortality
120007,HI,pneumonia,No Different,418,19079,Average Mortality
190017,LA,hip/knee replacement,Greater,295,24915,Average Complications
310028,NJ,heart attack,Greater,168,28282,Average Mortality
50013,CA,heart failure,No Different,211,19010,Average Mortality
220052,MA,hip/knee replacement,Less,212,19712,Average Complications
330103,NY,pneumonia,Less,477,17167,Average Mortality
180056,KY,pneumonia,No Different,215,19109,Average Mortality
330386,NY,heart attack,No Different,107,26104,Average Mortality
221303,MA,pneumonia,No Different,73,18509,Average Mortality
240018,MN,pneumonia,Less,70,15762,Average Mortality
20012,AK,heart attack,No Different,98,24804,Average Mortality
230165,MI,heart attack,No Different,256,26651,Average Mortality
290021,NV,hip/knee replacement,Greater,31,23896,Average Complications
301308,NH,heart failure,No Different,36,18187,Average Mortality
100187,FL,heart attack,No Different,131,26584,Average Mortality
170027,KS,pneumonia,No Different,139,17569,Average Mortality
240115,MN,pneumonia,No Different,442,17903,Better Mortality
151330,IN,pneumonia,No Different,130,17494,Average Mortality
50581,CA,heart attack,No Different,102,23922,Average Mortality
181310,KY,pneumonia,Less,73,15725,Average Mortality
100038,FL,heart attack,No Different,234,24593,Average Mortality
40088,AR,pneumonia,No Different,261,18715,Average Mortality
340147,NC,hip/knee replacement,Less,287,18582,Average Complications
231327,MI,heart failure,No Different,35,15866,Average Mortality
130071,ID,pneumonia,Less,79,16021,Average Mortality
390194,PA,pneumonia,Less,333,17082,Average Mortality
380021,OR,heart failure,No Different,124,16786,Average Mortality
280020,NE,heart attack,No Different,71,26524,Average Mortality
181324,KY,heart failure,No Different,26,18324,Average Mortality
110229,GA,pneumonia,Greater,536,20400,Average Mortality
370019,OK,heart failure,Less,94,15437,Average Mortality
41324,AR,pneumonia,Greater,100,21017,Average Mortality
360095,OH,pneumonia,No Different,332,17796,Average Mortality
50194,CA,heart failure,No Different,187,16564,Average Mortality
260077,MO,hip/knee replacement,Less,607,18176,Average Complications
110018,GA,heart failure,No Different,240,18305,Average Mortality
140181,IL,pneumonia,Greater,60,21896,Average Mortality
370039,OK,hip/knee replacement,No Different,45,21189,Average Complications
230097,MI,heart failure,No Different,925,18003,Average Mortality
201310,ME,heart failure,No Different,52,17552,Average Mortality
200024,ME,pneumonia,No Different,355,17878,Average Mortality
70017,CT,hip/knee replacement,Less,758,18581,Average Complications
170012,KS,hip/knee replacement,No Different,38,20563,Average Complications
420005,SC,heart failure,No Different,48,19503,Average Mortality
390046,PA,pneumonia,Greater,985,20518,Better Mortality
450447,TX,heart attack,No Different,43,23424,Average Mortality
420085,SC,heart failure,Less,1107,15925,Better Mortality
450876,TX,hip/knee replacement,Less,835,19743,Average Complications
501305,WA,pneumonia,No Different,91,20138,Average Mortality
511315,WV,heart failure,No Different,41,17686,Average Mortality
440150,TN,hip/knee replacement,No Different,243,21242,Worse Complications
440070,TN,pneumonia,No Different,72,17510,Average Mortality
511318,WV,pneumonia,No Different,55,16945,Average Mortality
450718,TX,heart failure,No Different,388,18452,Better Mortality
520198,WI,heart attack,No Different,46,27805,Average Mortality
501328,WA,hip/knee replacement,No Different,49,20126,Average Complications
450083,TX,heart attack,No Different,600,25395,Average Mortality
431338,SD,pneumonia,No Different,82,17465,Average Mortality
440030,TN,heart attack,No Different,107,23481,Average Mortality
420079,SC,heart failure,No Different,833,18360,Worse Mortality
440057,TN,pneumonia,No Different,124,17178,Worse Mortality
440008,TN,pneumonia,No Different,73,18166,Average Mortality
660001,MP,heart attack,Less,32,19696,Average Mortality
390073,PA,hip/knee replacement,Greater,164,23174,Average Complications
450044,TX,heart attack,No Different,120,27259,Average Mortality
430097,SD,hip/knee replacement,Greater,37,23986,Average Complications
510055,WV,pneumonia,No Different,313,19599,Average Mortality
520198,WI,hip/knee replacement,Less,139,19069,Average Complications
490009,VA,pneumonia,No Different,495,18544,Average Mortality
501339,WA,pneumonia,Less,204,15722,Average Mortality
520207,WI,heart failure,No Different,260,17376,Average Mortality
450647,TX,pneumonia,Greater,426,19731,Average Mortality
390062,PA,pneumonia,No Different,70,18606,Average Mortality
450644,TX,heart failure,Greater,254,19787,Better Mortality
450330,TX,pneumonia,Greater,228,20424,Average Mortality
450352,TX,heart attack,No Different,132,27678,Average Mortality
440049,TN,hip/knee replacement,Less,1535,18216,Average Complications
670055,TX,pneumonia,Greater,485,20353,Average Mortality
450209,TX,heart attack,Greater,280,28315,Average Mortality
440184,TN,pneumonia,No Different,237,17437,Average Mortality
450237,TX,heart failure,Greater,780,19835,Average Mortality
520028,WI,hip/knee replacement,Less,212,17894,Average Complications
500001,WA,pneumonia,No Different,528,18454,Average Mortality
510024,WV,hip/knee replacement,Greater,416,23223,Average Complications
450015,TX,heart attack,No Different,64,25622,Average Mortality
511310,WV,pneumonia,No Different,42,17443,Average Mortality
670053,TX,heart attack,No Different,43,27948,Average Mortality
500077,WA,hip/knee replacement,Less,508,20282,Average Complications
421301,SC,pneumonia,No Different,68,16599,Average Mortality
500002,WA,hip/knee replacement,Less,520,19837,Average Complications
530011,WY,pneumonia,No Different,129,18138,Average Mortality
441314,TN,pneumonia,No Different,43,16769,Average Mortality
490048,VA,hip/knee replacement,Greater,697,21909,Average Complications
450686,TX,heart failure,No Different,264,18263,Average Mortality
431313,SD,pneumonia,Less,46,14682,Average Mortality
410004,RI,hip/knee replacement,No Different,74,21988,Average Complications
420011,SC,pneumonia,No Different,92,18348,Average Mortality
451369,TX,pneumonia,No Different,35,18232,Average Mortality
520041,WI,hip/knee replacement,Less,58,17644,Average Complications
490075,VA,pneumonia,No Different,1145,19016,Worse Mortality
500015,WA,hip/knee replacement,No Different,94,20105,Average Complications
390174,PA,pneumonia,No Different,507,18590,Better Mortality
420082,SC,heart attack,No Different,154,25510,Average Mortality
390127,PA,pneumonia,No Different,338,18407,Worse Mortality
450742,TX,heart attack,No Different,121,24971,Average Mortality
490037,VA,pneumonia,No Different,225,17294,Average Mortality
450097,TX,heart attack,No Different,109,26954,Average Mortality
420005,SC,pneumonia,No Different,118,18642,Average Mortality
450055,TX,heart failure,No Different,41,16719,Average Mortality
490126,VA,pneumonia,No Different,107,16906,Average Mortality
500139,WA,hip/knee replacement,Less,549,17560,Average Complications
390323,PA,hip/knee replacement,Less,388,19797,Average Complications
450058,TX,hip/knee replacement,No Different,2062,20958,Average Complications
450788,TX,heart attack,No Different,305,25102,Average Mortality
450697,TX,heart attack,No Different,106,28209,Average Mortality
450771,TX,heart failure,No Different,303,17857,Average Mortality
501330,WA,pneumonia,No Different,106,17479,Average Mortality
390268,PA,heart failure,No Different,404,17467,Average Mortality
450844,TX,heart attack,No Different,218,27357,Average Mortality
490057,VA,pneumonia,No Different,730,18071,Average Mortality
420030,SC,pneumonia,No Different,178,18024,Worse Mortality
390013,PA,heart failure,No Different,250,16630,Average Mortality
450643,TX,heart attack,Less,122,22599,Average Mortality
490118,VA,hip/knee replacement,Less,836,17855,Average Complications
530011,WY,heart failure,No Different,94,16692,Average Mortality
670041,TX,pneumonia,No Different,305,19645,Average Mortality
450040,TX,hip/knee replacement,No Different,707,20606,Average Complications
450137,TX,heart failure,Greater,276,19965,Average Mortality
450133,TX,hip/knee replacement,No Different,278,20363,Average Complications
390056,PA,heart failure,No Different,102,18877,Average Mortality
440120,TN,pneumonia,Greater,736,19220,Average Mortality
450584,TX,heart failure,No Different,51,19369,Average Mortality
440125,TN,hip/knee replacement,Less,379,17894,Average Complications
460051,UT,heart failure,No Different,179,18574,Average Mortality
390184,PA,heart failure,No Different,34,17174,Average Mortality
